age,educational-num,marital-status,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
38,9,NotMarried,White,Female,0,0,50,US,<=50K
34,9,NotMarried,White,Male,0,0,40,US,<=50K
53,10,Married,White,Male,0,0,32,US,>50K
46,12,Married,White,Male,15024,0,45,US,>50K
50,10,NotMarried,White,Male,0,0,45,US,<=50K
45,10,NotMarried,White,Female,0,0,40,US,<=50K
29,11,NotMarried,Black,Male,0,0,23,US,<=50K
41,13,Married,White,Male,99999,0,40,US,>50K
43,13,Married,White,Male,0,1977,50,US,>50K
29,10,Married,White,Male,0,0,56,US,<=50K
53,10,Married,White,Male,0,0,45,US,>50K
24,9,NotMarried,White,Female,0,0,40,US,<=50K
35,9,Married,White,Male,0,0,40,US,<=50K
25,10,NotMarried,White,Male,0,0,30,US,<=50K
43,11,Married,White,Male,0,0,56,US,<=50K
38,6,Married,White,Male,0,0,45,US,<=50K
64,4,NotMarried,Other,Female,0,0,35,Others,<=50K
37,13,NotMarried,Amer-Indian-Eskimo,Male,27828,0,40,US,>50K
48,9,Married,White,Male,0,0,35,US,>50K
27,9,Married,White,Male,0,0,50,US,>50K
45,13,Married,White,Male,0,0,40,US,<=50K
41,14,NotMarried,White,Female,10520,0,38,US,>50K
33,13,Married,White,Female,3103,0,60,US,>50K
42,5,NotMarried,White,Female,0,0,40,US,<=50K
29,13,NotMarried,White,Female,0,0,50,US,<=50K
29,9,Married,Black,Male,0,0,49,Others,<=50K
71,13,Married,White,Male,0,0,30,US,<=50K
29,6,NotMarried,White,Female,0,0,40,US,<=50K
23,13,NotMarried,White,Male,0,0,16,US,<=50K
28,13,NotMarried,White,Male,0,0,2,US,<=50K
55,13,Married,Asian-Pac-Islander,Male,0,0,40,Others,>50K
47,13,Married,White,Female,0,0,40,US,<=50K
21,10,NotMarried,White,Female,0,0,40,US,<=50K
33,9,NotMarried,Black,Female,0,0,40,US,<=50K
35,8,Married,White,Male,0,0,40,US,<=50K
42,13,Married,White,Female,0,0,45,US,>50K
33,9,Married,Amer-Indian-Eskimo,Male,0,0,40,US,<=50K
30,14,NotMarried,White,Male,0,0,40,US,<=50K
37,10,Married,White,Male,0,0,40,US,<=50K
19,9,NotMarried,White,Male,0,0,25,US,<=50K
21,10,NotMarried,White,Male,0,0,40,US,<=50K
46,10,Married,White,Male,0,0,35,US,<=50K
42,9,Married,White,Male,0,0,40,US,>50K
28,14,NotMarried,White,Male,0,0,58,US,<=50K
36,9,Married,White,Male,0,0,40,US,>50K
39,9,NotMarried,White,Female,0,0,40,US,<=50K
27,9,NotMarried,White,Male,0,0,40,US,<=50K
57,9,Married,Black,Female,0,0,38,US,>50K
50,9,NotMarried,Black,Female,0,0,12,US,<=50K
63,10,Married,White,Male,0,1887,40,US,>50K
44,10,NotMarried,White,Male,0,625,50,US,<=50K
38,6,Married,White,Male,0,0,40,US,>50K
30,10,NotMarried,White,Male,0,0,40,US,<=50K
20,10,NotMarried,Black,Female,0,0,25,US,<=50K
44,15,Married,White,Male,0,0,50,US,>50K
24,9,NotMarried,White,Male,0,0,40,US,<=50K
26,10,NotMarried,White,Male,2354,0,40,US,<=50K
42,10,Married,White,Male,0,0,70,US,<=50K
54,9,Married,White,Male,0,0,40,US,>50K
45,10,NotMarried,White,Female,0,0,45,US,<=50K
37,2,Married,White,Male,0,0,40,Others,<=50K
30,13,NotMarried,White,Male,0,0,40,US,<=50K
36,10,Married,White,Male,7298,0,40,US,>50K
19,5,NotMarried,White,Female,0,0,50,Others,<=50K
22,12,NotMarried,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
65,9,NotMarried,White,Female,0,0,40,US,<=50K
52,6,NotMarried,White,Male,0,0,25,US,<=50K
36,9,Married,White,Male,0,0,30,US,<=50K
22,9,NotMarried,White,Female,0,0,40,US,<=50K
28,11,Married,White,Male,0,0,50,US,<=50K
30,13,Married,White,Male,0,0,40,US,>50K
47,10,Married,White,Male,0,0,55,US,>50K
29,10,NotMarried,White,Female,0,0,40,US,<=50K
36,9,Married,White,Male,0,0,40,US,<=50K
30,13,NotMarried,White,Female,0,0,40,US,<=50K
52,14,Married,White,Female,15024,0,60,US,>50K
62,9,NotMarried,White,Female,0,0,40,US,<=50K
42,14,Married,White,Male,0,0,55,US,>50K
33,9,Married,White,Male,0,0,40,US,<=50K
17,7,NotMarried,White,Female,0,0,26,US,<=50K
54,9,NotMarried,White,Female,0,0,40,US,<=50K
41,9,NotMarried,Black,Male,0,0,40,US,<=50K
45,14,NotMarried,White,Female,0,0,45,US,<=50K
37,10,NotMarried,Black,Female,0,0,15,US,<=50K
21,9,NotMarried,Asian-Pac-Islander,Female,0,0,34,Others,<=50K
29,13,NotMarried,White,Female,0,0,40,US,<=50K
18,9,NotMarried,White,Male,0,0,40,US,<=50K
18,7,NotMarried,White,Female,0,0,20,US,<=50K
62,9,Married,Black,Male,0,0,40,US,<=50K
19,10,NotMarried,White,Female,0,0,20,US,<=50K
62,4,NotMarried,White,Female,0,0,35,US,<=50K
58,13,NotMarried,White,Female,0,0,40,US,<=50K
34,10,Married,White,Male,0,0,50,US,<=50K
62,7,NotMarried,White,Male,0,0,50,US,<=50K
23,10,Married,White,Male,0,0,12,US,<=50K
37,13,Married,White,Male,4934,0,50,US,>50K
42,12,NotMarried,White,Male,0,0,46,US,<=50K
21,7,NotMarried,White,Male,0,0,40,US,<=50K
41,13,NotMarried,White,Female,0,0,40,US,<=50K
27,7,NotMarried,White,Male,0,0,40,US,<=50K
37,13,Married,White,Male,0,0,40,US,<=50K
40,9,Married,White,Male,0,0,45,US,>50K
62,4,Married,White,Male,0,0,40,US,<=50K
29,10,NotMarried,White,Female,0,0,40,US,<=50K
33,14,Married,White,Male,0,1977,50,US,>50K
53,9,NotMarried,White,Female,0,0,40,US,<=50K
64,11,NotMarried,White,Female,0,0,40,US,<=50K
60,10,Married,White,Male,15024,0,48,US,>50K
47,7,NotMarried,White,Male,0,0,40,US,<=50K
45,14,Married,White,Male,0,0,40,US,<=50K
33,11,Married,White,Male,0,0,40,US,<=50K
29,13,Married,White,Male,5178,0,45,US,>50K
57,4,Married,White,Male,3103,0,40,US,>50K
19,9,NotMarried,White,Male,0,0,35,US,<=50K
26,13,NotMarried,White,Male,0,0,40,Others,<=50K
63,3,Married,White,Male,0,0,25,US,<=50K
42,12,NotMarried,White,Female,0,0,40,US,<=50K
38,13,Married,White,Male,0,0,50,US,>50K
34,6,NotMarried,White,Male,0,0,40,US,<=50K
20,10,NotMarried,White,Male,0,0,30,US,<=50K
35,4,Married,White,Male,0,0,40,US,<=50K
38,13,Married,White,Female,0,0,8,US,>50K
52,10,Married,White,Male,0,0,40,US,<=50K
32,10,Married,White,Male,0,0,40,US,<=50K
67,16,NotMarried,White,Male,99999,0,60,US,>50K
26,14,NotMarried,White,Female,0,2001,40,US,<=50K
58,14,Married,White,Male,0,0,60,US,>50K
48,11,Married,White,Male,0,0,40,US,>50K
25,13,NotMarried,White,Male,0,0,40,US,<=50K
25,13,NotMarried,White,Male,4865,0,48,US,<=50K
25,10,NotMarried,White,Male,0,0,50,US,<=50K
18,9,NotMarried,White,Male,0,0,12,US,<=50K
36,9,Married,White,Male,0,0,60,US,<=50K
45,7,Married,White,Male,0,0,50,US,<=50K
34,9,NotMarried,White,Male,0,0,40,US,<=50K
68,13,Married,White,Male,0,0,40,US,>50K
37,10,NotMarried,White,Male,0,0,50,Others,<=50K
21,10,NotMarried,Asian-Pac-Islander,Male,0,0,15,US,<=50K
49,10,Married,White,Male,0,0,40,US,<=50K
39,14,NotMarried,White,Female,0,0,50,US,<=50K
41,16,Married,White,Female,0,1902,40,US,>50K
35,14,Married,White,Male,0,0,50,US,>50K
29,10,Married,White,Male,0,0,40,US,<=50K
29,5,NotMarried,White,Female,0,0,40,US,<=50K
54,13,Married,White,Male,7688,0,40,US,>50K
32,13,NotMarried,White,Male,0,0,45,Others,>50K
18,7,NotMarried,White,Male,0,0,30,US,<=50K
30,10,Married,White,Male,0,0,40,US,>50K
66,6,Married,White,Male,0,0,15,US,>50K
23,9,NotMarried,White,Female,0,0,40,US,<=50K
36,9,Married,White,Male,0,0,50,US,<=50K
34,10,Married,White,Male,0,0,45,US,<=50K
39,11,Married,White,Male,0,0,60,US,<=50K
26,6,NotMarried,Black,Male,0,0,40,US,<=50K
78,10,Married,White,Male,0,0,40,US,<=50K
28,10,NotMarried,White,Female,0,0,40,US,<=50K
51,10,Married,White,Female,0,0,40,US,<=50K
33,10,Married,White,Male,0,0,50,US,>50K
44,7,NotMarried,Black,Female,0,0,40,US,<=50K
34,13,Married,White,Male,0,0,40,US,>50K
33,15,Married,White,Male,7688,0,50,US,>50K
28,14,Married,White,Male,0,0,60,US,>50K
55,5,Married,Black,Male,0,0,4,US,<=50K
30,11,NotMarried,White,Male,0,0,45,US,<=50K
45,9,Married,White,Male,0,0,40,Others,<=50K
46,11,Married,Black,Male,0,0,40,US,>50K
17,7,NotMarried,White,Female,0,0,7,US,<=50K
40,7,Married,White,Male,0,0,40,Others,<=50K
44,14,NotMarried,White,Female,0,0,50,US,>50K
56,9,Married,White,Male,0,0,40,US,<=50K
69,12,Married,White,Male,0,0,40,US,>50K
41,2,Married,White,Male,0,0,40,Others,<=50K
47,7,NotMarried,Black,Male,0,0,40,US,<=50K
33,7,Married,White,Male,3464,0,40,Others,<=50K
25,13,NotMarried,White,Male,0,0,20,US,<=50K
42,4,NotMarried,White,Female,0,0,35,US,<=50K
65,13,Married,White,Male,2653,0,30,US,<=50K
24,11,NotMarried,White,Female,0,0,40,US,<=50K
48,13,NotMarried,Amer-Indian-Eskimo,Female,0,0,40,US,<=50K
82,4,NotMarried,White,Female,0,0,40,US,<=50K
36,9,Married,White,Male,0,0,40,US,>50K
34,15,NotMarried,White,Female,10520,0,40,US,>50K
28,9,Married,White,Male,0,0,40,US,<=50K
65,10,Married,Asian-Pac-Islander,Male,20051,0,40,US,>50K
66,10,Married,Black,Male,0,0,60,US,<=50K
40,10,NotMarried,Amer-Indian-Eskimo,Male,0,0,30,US,<=50K
66,10,Married,White,Male,0,0,40,Others,<=50K
37,3,Married,White,Male,0,0,40,Others,<=50K
34,13,Married,White,Male,0,0,40,US,<=50K
41,14,NotMarried,White,Female,0,0,20,US,<=50K
43,14,Married,Black,Female,0,1977,50,US,>50K
20,9,NotMarried,White,Male,0,0,45,Others,<=50K
59,14,Married,White,Female,0,0,10,US,<=50K
48,9,Married,White,Male,0,0,40,US,>50K
45,11,Married,White,Male,0,0,40,US,>50K
28,9,Married,White,Male,0,0,48,US,<=50K
43,13,NotMarried,White,Female,0,0,35,US,<=50K
18,10,NotMarried,Black,Female,0,0,15,Others,<=50K
34,9,NotMarried,White,Male,0,0,40,US,<=50K
55,16,Married,White,Male,0,2179,60,US,<=50K
21,9,NotMarried,White,Male,0,0,40,US,<=50K
47,13,Married,White,Male,0,0,40,US,<=50K
45,12,NotMarried,White,Female,0,0,40,US,<=50K
61,9,NotMarried,White,Female,0,0,40,US,<=50K
23,6,NotMarried,White,Male,0,0,40,US,<=50K
44,14,NotMarried,White,Female,0,0,40,US,<=50K
45,9,Married,White,Female,0,0,50,US,>50K
35,13,NotMarried,White,Female,4101,0,40,US,<=50K
17,6,NotMarried,White,Female,0,0,15,US,<=50K
49,13,Married,White,Male,0,0,50,US,>50K
40,13,Married,Black,Male,0,0,40,US,>50K
28,14,NotMarried,White,Male,0,0,40,US,<=50K
33,10,NotMarried,White,Female,0,0,60,US,<=50K
31,11,NotMarried,White,Male,0,0,40,US,<=50K
38,12,NotMarried,White,Male,0,0,40,US,<=50K
62,6,NotMarried,White,Female,0,0,35,US,<=50K
40,9,NotMarried,White,Male,0,0,40,US,<=50K
61,9,NotMarried,White,Female,0,0,40,US,<=50K
42,14,Married,White,Female,0,1902,40,US,>50K
19,10,NotMarried,Asian-Pac-Islander,Male,0,0,2,Others,<=50K
32,13,Married,White,Male,0,0,45,US,<=50K
52,9,NotMarried,White,Male,0,0,40,US,<=50K
34,9,Married,White,Male,0,0,40,US,<=50K
37,12,NotMarried,White,Female,0,0,50,US,>50K
30,13,NotMarried,White,Male,8614,0,45,US,>50K
27,11,Married,White,Male,0,0,40,US,<=50K
25,9,NotMarried,White,Female,0,0,35,US,<=50K
32,10,Married,White,Male,0,0,50,US,<=50K
47,13,NotMarried,White,Female,0,0,60,US,>50K
43,10,NotMarried,White,Male,0,0,38,US,>50K
50,14,Married,White,Male,0,0,36,US,>50K
42,12,NotMarried,White,Female,0,0,40,US,>50K
31,7,NotMarried,White,Male,0,0,30,US,<=50K
43,9,Married,White,Male,0,0,30,US,<=50K
37,9,NotMarried,Asian-Pac-Islander,Female,0,0,17,US,<=50K
58,13,NotMarried,White,Male,3325,0,40,US,<=50K
32,10,NotMarried,White,Female,0,0,38,US,<=50K
35,14,NotMarried,White,Female,0,0,38,US,>50K
40,10,Married,White,Male,0,0,60,US,<=50K
39,9,Married,White,Male,0,1573,45,US,<=50K
51,14,Married,White,Male,0,0,55,US,>50K
42,9,Married,White,Male,0,0,50,US,>50K
27,10,NotMarried,White,Female,0,0,40,US,<=50K
69,9,NotMarried,White,Female,0,1429,30,US,<=50K
74,11,NotMarried,White,Female,0,0,40,US,<=50K
36,12,Married,White,Male,0,0,43,US,>50K
23,10,NotMarried,White,Female,0,0,23,Others,<=50K
48,3,Married,White,Male,0,0,40,US,<=50K
38,10,Married,White,Male,0,0,40,US,<=50K
68,5,Married,White,Male,1797,0,24,US,<=50K
40,15,NotMarried,White,Female,0,0,40,US,<=50K
23,5,Married,White,Male,0,0,40,US,<=50K
48,9,NotMarried,White,Male,0,0,40,US,<=50K
47,14,Married,White,Male,0,0,40,US,<=50K
55,9,NotMarried,White,Male,0,0,51,US,<=50K
22,10,NotMarried,White,Female,0,0,17,US,<=50K
49,9,Married,White,Male,0,0,40,Others,<=50K
51,9,NotMarried,White,Female,0,0,40,US,<=50K
42,13,Married,White,Male,7688,0,40,US,>50K
31,13,Married,White,Male,0,0,50,US,>50K
67,9,Married,White,Male,0,0,24,US,<=50K
27,13,NotMarried,Black,Male,0,0,45,US,<=50K
59,14,Married,White,Male,0,0,15,US,<=50K
66,9,NotMarried,White,Female,0,0,25,US,<=50K
28,11,NotMarried,White,Male,0,0,60,US,>50K
33,10,Married,White,Male,0,0,50,US,<=50K
44,13,NotMarried,White,Male,0,0,55,US,<=50K
39,14,Married,Black,Male,0,0,45,US,>50K
39,13,Married,White,Male,0,0,42,US,<=50K
46,9,NotMarried,White,Female,0,0,38,US,>50K
19,1,NotMarried,White,Male,0,0,36,Others,<=50K
44,10,Married,White,Male,0,0,50,US,<=50K
24,9,NotMarried,White,Male,0,2205,40,US,<=50K
48,9,NotMarried,Black,Female,0,0,42,US,<=50K
27,9,Married,White,Male,3137,0,50,US,<=50K
44,10,NotMarried,White,Male,3325,0,35,US,<=50K
30,9,NotMarried,White,Female,0,0,35,Others,<=50K
32,13,Married,White,Male,0,0,40,US,>50K
49,14,Married,White,Male,15024,0,78,US,>50K
37,1,Married,White,Male,0,0,30,Others,<=50K
24,13,NotMarried,White,Female,0,0,60,US,>50K
19,10,NotMarried,White,Female,0,0,20,US,<=50K
20,10,NotMarried,White,Female,0,0,10,US,<=50K
25,12,NotMarried,White,Male,0,0,45,US,<=50K
29,10,NotMarried,Black,Male,0,0,40,US,<=50K
43,10,Married,White,Male,0,0,40,US,>50K
35,12,Married,White,Male,0,0,40,US,<=50K
47,10,Married,White,Male,0,0,48,US,>50K
53,9,Married,White,Male,0,0,40,US,<=50K
27,9,Married,White,Male,0,0,40,US,>50K
32,9,NotMarried,White,Female,0,0,40,US,<=50K
36,9,Married,White,Male,0,0,40,US,<=50K
55,4,Married,White,Male,0,0,80,US,<=50K
41,6,Married,White,Male,0,0,70,US,<=50K
49,16,NotMarried,White,Male,0,0,63,Others,>50K
36,9,Married,White,Male,0,0,40,US,<=50K
62,13,Married,White,Male,2829,0,28,US,<=50K
44,9,Married,White,Male,0,0,72,US,<=50K
69,13,Married,White,Male,0,1258,40,US,<=50K
22,10,NotMarried,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
36,9,Married,White,Male,0,0,25,US,<=50K
58,9,Married,White,Male,3464,0,60,US,<=50K
32,9,Married,White,Male,2407,0,40,US,<=50K
19,10,NotMarried,White,Male,0,0,25,US,<=50K
27,10,NotMarried,White,Female,0,0,35,US,<=50K
19,10,NotMarried,White,Male,0,0,28,US,<=50K
35,9,NotMarried,Other,Male,0,0,40,Others,<=50K
58,13,Married,White,Male,0,0,40,US,>50K
18,10,NotMarried,White,Female,0,0,20,US,<=50K
48,11,NotMarried,Black,Female,0,0,10,US,<=50K
22,6,NotMarried,White,Male,0,0,40,Others,<=50K
39,9,NotMarried,White,Male,0,0,40,US,<=50K
47,13,Married,White,Male,0,0,60,US,<=50K
23,3,NotMarried,White,Male,0,0,40,Others,<=50K
40,11,NotMarried,White,Female,0,0,36,US,<=50K
35,11,Married,White,Female,0,0,40,Others,<=50K
20,10,NotMarried,White,Male,0,0,32,US,<=50K
41,10,Married,White,Male,0,0,40,US,>50K
27,9,NotMarried,Black,Female,0,0,35,US,<=50K
58,14,Married,White,Male,0,0,50,US,>50K
38,10,NotMarried,White,Female,0,0,40,US,<=50K
40,13,NotMarried,Black,Female,0,0,40,US,<=50K
29,9,NotMarried,Black,Female,0,0,55,US,<=50K
28,11,NotMarried,Black,Female,0,0,40,Others,<=50K
35,10,NotMarried,White,Male,0,0,40,US,<=50K
18,8,NotMarried,Black,Female,0,0,40,US,<=50K
29,13,NotMarried,White,Female,0,0,40,US,<=50K
25,10,NotMarried,White,Male,0,0,40,US,<=50K
65,9,NotMarried,White,Female,0,0,22,US,<=50K
19,7,NotMarried,White,Female,594,0,15,US,<=50K
37,5,NotMarried,White,Female,0,0,25,US,<=50K
22,9,NotMarried,White,Female,0,0,40,US,<=50K
70,13,Married,White,Male,0,0,40,Others,<=50K
21,10,NotMarried,White,Female,0,0,32,US,<=50K
21,10,NotMarried,White,Male,0,0,40,US,<=50K
23,10,NotMarried,White,Female,0,0,40,US,<=50K
46,9,Married,White,Male,0,0,40,US,<=50K
33,16,Married,Asian-Pac-Islander,Male,0,0,50,Others,>50K
36,13,Married,White,Male,7298,0,40,US,>50K
42,13,Married,White,Male,0,0,60,US,>50K
52,11,Married,White,Male,0,0,40,US,<=50K
55,9,Married,White,Female,0,0,6,US,>50K
60,10,NotMarried,White,Male,0,0,40,US,<=50K
57,4,NotMarried,White,Female,0,0,40,US,<=50K
35,13,Married,Black,Male,0,0,40,US,>50K
24,9,NotMarried,White,Female,0,0,40,US,<=50K
37,13,Married,White,Male,0,0,55,US,>50K
45,9,Married,White,Male,0,0,40,US,>50K
48,14,NotMarried,White,Male,0,0,40,US,<=50K
22,7,Married,White,Male,0,0,42,US,<=50K
45,9,NotMarried,White,Male,0,0,40,US,<=50K
32,9,NotMarried,White,Male,0,0,40,US,<=50K
35,13,NotMarried,White,Male,0,0,40,US,<=50K
22,13,NotMarried,White,Female,0,0,40,US,<=50K
34,5,NotMarried,White,Female,0,0,38,US,<=50K
25,9,NotMarried,Asian-Pac-Islander,Male,4416,0,45,Others,<=50K
39,10,NotMarried,White,Female,0,0,40,US,<=50K
44,9,Married,White,Male,0,0,40,US,>50K
33,2,NotMarried,White,Female,0,0,40,Others,<=50K
48,7,Married,Black,Male,0,0,40,US,<=50K
58,9,Married,White,Male,0,0,40,US,<=50K
36,10,NotMarried,White,Female,0,0,60,US,<=50K
53,9,NotMarried,White,Female,0,0,55,US,<=50K
25,10,Married,White,Male,0,0,50,US,<=50K
21,13,NotMarried,Black,Female,0,0,30,US,<=50K
36,3,Married,White,Female,0,0,40,Others,<=50K
51,9,NotMarried,White,Female,0,0,40,US,<=50K
26,13,NotMarried,White,Female,0,0,40,US,<=50K
41,11,NotMarried,White,Female,0,0,40,US,<=50K
23,13,NotMarried,White,Male,0,0,40,US,<=50K
20,10,NotMarried,White,Female,0,0,25,US,<=50K
58,13,Married,White,Male,7688,0,50,US,>50K
21,9,NotMarried,White,Male,0,0,25,Others,<=50K
32,13,Married,White,Male,0,0,50,US,>50K
54,16,Married,Asian-Pac-Islander,Male,0,0,20,Others,<=50K
62,9,Married,White,Female,0,0,40,US,<=50K
29,10,Married,White,Female,0,0,40,US,<=50K
43,11,Married,White,Male,0,0,60,US,<=50K
20,10,NotMarried,White,Male,0,0,60,US,<=50K
23,10,NotMarried,White,Female,0,0,20,US,<=50K
26,13,NotMarried,White,Female,0,0,40,US,<=50K
33,15,Married,White,Male,0,0,60,US,>50K
30,10,NotMarried,Black,Male,0,0,40,US,<=50K
63,4,Married,White,Male,3471,0,45,US,<=50K
45,9,NotMarried,White,Female,0,0,40,US,<=50K
39,10,NotMarried,White,Female,0,0,40,US,<=50K
26,9,NotMarried,White,Male,0,0,30,US,<=50K
28,10,Married,White,Male,0,0,5,US,<=50K
20,10,NotMarried,White,Male,0,0,40,US,<=50K
39,13,NotMarried,White,Male,0,0,40,US,<=50K
34,13,NotMarried,White,Male,0,0,42,US,<=50K
33,9,NotMarried,Black,Male,0,0,50,US,<=50K
26,10,Married,Asian-Pac-Islander,Male,0,0,40,US,<=50K
20,10,NotMarried,Asian-Pac-Islander,Female,0,0,40,US,<=50K
40,10,Married,White,Male,0,0,40,US,>50K
49,9,NotMarried,White,Male,0,0,40,US,<=50K
64,9,Married,Black,Male,0,0,40,Others,>50K
65,13,NotMarried,White,Female,0,0,35,US,<=50K
19,7,NotMarried,White,Male,0,0,20,US,<=50K
47,10,NotMarried,White,Female,0,0,23,US,<=50K
24,10,NotMarried,Asian-Pac-Islander,Male,0,0,20,Others,<=50K
55,10,Married,White,Male,0,1977,45,US,>50K
61,9,Married,White,Male,0,0,35,US,<=50K
47,13,Married,White,Male,0,0,50,US,>50K
64,9,Married,Black,Male,0,0,40,US,<=50K
37,9,NotMarried,White,Male,0,2339,40,Others,<=50K
21,9,NotMarried,White,Female,0,0,40,US,<=50K
40,7,Married,White,Female,0,0,16,US,<=50K
25,9,Married,White,Male,0,0,40,US,<=50K
41,10,Married,White,Male,0,0,55,US,<=50K
40,13,Married,White,Male,0,0,40,US,>50K
21,11,NotMarried,White,Female,0,0,20,US,<=50K
54,10,Married,White,Male,0,0,40,US,>50K
47,9,Married,White,Male,0,0,40,US,<=50K
21,10,NotMarried,White,Female,0,0,35,US,<=50K
32,10,Married,White,Male,0,0,40,US,<=50K
32,10,NotMarried,Black,Female,0,0,30,US,<=50K
26,13,NotMarried,White,Female,0,0,10,US,<=50K
23,10,NotMarried,White,Male,0,0,40,US,<=50K
27,5,NotMarried,White,Male,0,0,40,US,<=50K
29,10,NotMarried,White,Female,0,0,40,US,<=50K
43,10,Married,White,Male,0,0,40,US,<=50K
23,10,NotMarried,White,Female,0,0,30,US,<=50K
39,12,Married,White,Male,0,0,60,US,<=50K
22,12,NotMarried,White,Male,0,0,30,Others,<=50K
47,9,NotMarried,White,Female,0,0,37,US,<=50K
34,9,NotMarried,Amer-Indian-Eskimo,Male,0,0,40,US,<=50K
35,10,NotMarried,White,Female,0,0,45,US,<=50K
20,10,NotMarried,White,Male,1055,0,30,US,<=50K
36,9,NotMarried,Amer-Indian-Eskimo,Female,0,0,40,US,<=50K
52,9,Married,Black,Male,0,0,99,US,<=50K
38,9,Married,White,Male,0,0,40,US,<=50K
33,9,Married,White,Male,0,0,40,US,<=50K
18,9,NotMarried,White,Male,0,0,35,US,<=50K
38,12,Married,White,Female,0,0,40,US,<=50K
56,10,Married,White,Male,0,0,50,US,>50K
30,10,Married,White,Male,0,0,45,US,>50K
35,10,Married,White,Male,0,0,50,US,>50K
60,9,Married,White,Male,0,0,50,US,<=50K
20,3,Married,White,Male,0,0,40,Others,<=50K
18,8,NotMarried,White,Female,0,0,45,US,<=50K
19,10,NotMarried,White,Female,0,0,15,US,<=50K
53,9,Married,Black,Male,5013,0,40,US,<=50K
18,10,NotMarried,White,Female,0,0,20,US,<=50K
44,5,Married,White,Male,0,0,45,Others,<=50K
57,3,NotMarried,Asian-Pac-Islander,Female,0,0,37,US,<=50K
36,10,NotMarried,White,Female,0,0,40,US,<=50K
40,13,Married,White,Male,0,0,70,Others,<=50K
33,13,NotMarried,White,Male,0,0,50,US,>50K
19,3,NotMarried,White,Male,0,0,36,Others,<=50K
40,10,NotMarried,Amer-Indian-Eskimo,Male,0,0,84,US,<=50K
20,10,NotMarried,White,Female,0,0,40,US,<=50K
47,13,Married,White,Male,0,0,65,US,>50K
41,9,NotMarried,White,Male,0,0,40,US,<=50K
47,10,Married,White,Male,0,1887,40,US,>50K
23,10,NotMarried,Black,Male,0,0,30,US,<=50K
49,10,Married,White,Male,0,0,70,US,>50K
37,13,Married,White,Male,0,0,50,US,>50K
67,9,NotMarried,Black,Male,0,0,40,US,<=50K
24,9,Married,White,Male,0,0,40,US,<=50K
39,9,Married,White,Male,0,0,50,US,>50K
29,9,Married,White,Male,4386,0,58,US,>50K
22,7,NotMarried,Black,Female,0,0,15,US,<=50K
26,9,NotMarried,White,Male,0,0,40,US,<=50K
33,10,Married,White,Female,0,0,10,US,<=50K
23,9,NotMarried,White,Male,0,2339,45,US,<=50K
37,10,NotMarried,White,Female,0,0,40,US,<=50K
30,14,NotMarried,White,Male,0,1726,40,US,<=50K
41,9,NotMarried,White,Female,0,0,40,US,<=50K
23,13,NotMarried,White,Female,0,0,40,US,<=50K
47,12,Married,White,Male,0,0,40,US,<=50K
24,9,NotMarried,White,Female,0,0,40,US,<=50K
39,9,NotMarried,White,Male,0,2258,70,US,<=50K
33,9,Married,White,Male,0,0,60,US,>50K
25,9,NotMarried,Black,Female,0,0,40,US,<=50K
40,9,NotMarried,Black,Female,0,0,40,US,<=50K
67,5,Married,White,Male,0,0,40,US,<=50K
55,9,Married,White,Female,0,0,18,US,<=50K
69,11,NotMarried,White,Female,0,0,40,US,<=50K
34,9,Married,White,Male,0,1672,42,US,<=50K
52,15,Married,White,Male,15024,0,40,US,>50K
22,10,Married,White,Female,0,0,30,US,<=50K
47,13,Married,White,Male,0,0,40,US,<=50K
45,11,NotMarried,White,Female,0,0,40,Others,<=50K
23,13,NotMarried,White,Female,0,1590,40,US,<=50K
41,13,NotMarried,White,Male,0,0,40,US,<=50K
32,13,Married,White,Male,0,0,40,US,>50K
57,14,Married,White,Male,0,0,60,US,>50K
34,13,NotMarried,White,Male,0,0,40,US,<=50K
44,11,Married,White,Male,0,0,50,US,>50K
46,9,Married,White,Male,0,0,48,US,>50K
60,14,NotMarried,White,Female,3325,0,35,US,<=50K
46,14,NotMarried,White,Female,0,0,40,US,<=50K
32,14,NotMarried,White,Female,0,0,52,US,<=50K
44,14,Married,White,Male,0,1887,60,US,>50K
43,9,Married,White,Male,0,0,40,US,<=50K
48,7,NotMarried,White,Female,0,0,42,US,<=50K
55,13,Married,White,Male,15024,0,60,US,>50K
24,13,NotMarried,White,Male,0,0,40,US,<=50K
65,10,NotMarried,White,Female,0,0,20,US,<=50K
51,7,Married,White,Male,0,0,60,US,>50K
42,13,Married,White,Male,0,0,40,US,>50K
36,10,Married,White,Male,0,0,40,US,<=50K
19,6,NotMarried,White,Male,0,0,30,Others,<=50K
24,4,NotMarried,White,Male,0,0,50,US,<=50K
52,9,Married,White,Male,0,0,40,US,<=50K
28,5,NotMarried,White,Female,0,0,35,Others,<=50K
42,13,Married,White,Male,0,0,40,US,<=50K
25,9,Married,White,Male,0,0,70,US,<=50K
53,12,Married,White,Male,0,0,45,US,>50K
35,9,Married,White,Male,0,0,36,US,<=50K
20,9,NotMarried,White,Male,0,0,40,US,<=50K
38,13,NotMarried,Black,Male,13550,0,40,US,>50K
46,13,NotMarried,White,Male,0,0,40,US,<=50K
